类别,专业,民族,性别,成绩1,成绩2,成绩3,成绩4,成绩5,成绩6,成绩7,成绩8,成绩9,成绩10,成绩11,成绩12,成绩13,成绩14,成绩15,成绩16,成绩17,成绩18,成绩19,成绩20,图书馆天数,奖项数,户口性质,户籍,外语,月均刷卡天数,月均消费金额,恩格尔系数,餐饮月均总额,月均早餐次数,平均每笔早餐金额,早餐金额方差,月均午餐次数,平均每笔午餐金额,午餐金额方差,月均晚餐次数,平均每笔晚餐金额,晚餐金额方差,月均宵夜次数,平均每笔宵夜金额,宵夜金额方差,月均超市次数,超市月均金额,月均水果次数,水果月均金额,月均其他次数,其他月均金额,月均洗澡次数,pos机类型数,GDP,专业-1,专业-2,专业-3,助学岗位,贫困生
2,54,3,1,0.172293231,-0.147571027,-0.36923328,-0.147768319,-0.330883652,-0.07533472,0.874682009,0.033411082,-0.728661537,0.395898044,0.016398737,0.810891449,-0.164938778,-0.120701842,0.62931025,0.342533767,0.543222725,-0.535015464,0.056716003,0.568053663,26,4,城镇往届,山西,77.33333333,12.83333333,155.5866667,0.891089639,138.6416667,1.25,1.92,0.047428571,12.91666667,7.00916129,13.43030773,8.083333333,5.65443299,10.69320619,0,0,0,1.5,10.65555556,0,0,0,0,2.25,44,1.9049,0.215805471,0.641337386,0.088145897,0,0
2,54,3,1,0.214203596,-0.236935377,-0.264407098,-0.127520695,-0.358070076,-0.086665004,0.8832165,0.045651324,-0.721379459,0.372249126,-0.0764203,0.793265343,-0.271740705,-0.152291656,0.602356732,0.289370239,0.494303435,-0.525510967,0.110279709,0.648438931,84,4,城镇应届,陕西,78.75,17.16666667,293.6783333,0.703859665,206.7083333,13.16666667,1.731012658,1.752089414,19.16666667,5.604347826,18.49386748,16,4.760416667,22.41476003,0.083333333,4,0,7.666666667,9.878478261,0,0,0,0,18.66666667,66,1.8874,0.215805471,0.641337386,0.088145897,2130401063,0
2,54,3,1,0.078162782,-0.170493662,-0.309489399,-0.112902232,-0.365849704,-0.106207363,0.968160748,0.051124461,-0.601835847,0.439044178,-0.081556439,0.818579614,-0.160934597,-0.198250294,0.554611683,0.305718392,0.420485169,-0.59149909,-0.001669521,0.640453637,27,3,城镇往届,新疆,78.5,15.33333333,195.3641667,0.779804382,152.3458333,4.5,2.301851852,2.726222921,11.25,5.260074074,5.453817159,18.16666667,4.558440367,6.231258386,0,0,0,3.083333333,10.03189189,0,0,0,0,21.83333333,49,1.8355,0.215805471,0.641337386,0.088145897,0,0
1,54,3,0,0.192832217,-0.146892875,-0.43509382,-0.105562173,-0.419275194,-0.090569533,0.883366644,-0.025630264,-0.74267143,0.427143902,0.106632732,0.877833605,-0.036932163,-0.25335601,0.618665159,0.310192049,0.374035299,-0.360214472,0.104697712,0.591765761,2,0,城镇应届,浙江,74,13,167.02,0.94739153,158.2333333,7.166666667,2.362209302,2.899878591,13.16666667,5.903164557,7.450499476,13.5,4.709567901,9.442469998,0,0,0,0.75,8.077777778,0,0,0,0,5.416666667,61,3.8529,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.1330522,-0.063527435,-0.261581242,-0.165188402,-0.405360281,-0.095610969,0.932265162,0.07982301,-0.677299321,0.522122443,0.179630339,0.822168052,-0.162084207,-0.056914806,0.625118256,0.325026572,0.477425903,-0.574132502,-0.023433324,0.512861073,18,4,农村应届,陕西,77,17.25,220.885,0.916313919,202.4,1.083333333,2.153846154,0.307692308,20.66666667,4.935080645,10.87491821,20.33333333,4.823360656,9.49192117,0,0,0,0.833333333,15.352,0,0,0,0,12.83333333,70,1.8874,0.215805471,0.641337386,0.088145897,2130401066,2130401066
2,54,3,0,0.226554379,-0.039578665,-0.34710753,-0.217153654,-0.476241916,-0.111906722,0.862636626,0.027688578,-0.553099632,0.350581169,0.069414154,0.941592872,-0.095680192,-0.212798536,0.68320787,0.339175195,0.465604603,-0.442461312,0.082334593,0.616145015,32,6,城镇应届,陕西,76.33333333,21.33333333,237.4283333,0.920909467,218.65,21.25,1.337647059,0.676136174,18.83333333,5.783185841,12.59417558,18.08333333,4.496313364,8.810356716,0,0,0,0.75,10.91111111,0,0,0,0,22.58333333,59,1.8874,0.215805471,0.641337386,0.088145897,0,2130401067
2,54,3,0,0.233462229,-0.03077108,-0.514919221,-0.154249072,-0.273120135,0.031883847,0.947966397,-0.017092872,-0.686755359,0.517448962,0.128082678,0.785185516,0.008565993,-0.249664336,0.656399906,0.296254635,0.384111524,-0.42125541,0.027113339,0.560396194,68,3,农村应届,广东,88,16.25,183.4666667,0.813617369,149.2716667,18.41666667,1.557466063,1.102955368,14.41666667,4.935953757,7.292249812,10.75,4.597984496,6.072097469,0,0,0,2.5,10.41333333,0,0,0,0,12.16666667,37,3.0296,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.164622992,-0.038990155,-0.27844438,-0.175708577,-0.413535237,0.114237681,0.883599102,0.076480977,-0.811401367,0.421722829,-0.044496313,0.79042083,-0.111076601,-0.103344791,0.63265878,0.196770161,0.50251019,-0.574670076,0.051214393,0.572282195,24,4,农村应届,陕西,75,15.75,255.215,0.902833559,230.4166667,5.333333333,2.6953125,1.636644345,18.83333333,7.335752212,9.921260987,12.75,6.108627451,8.46833692,0,0,0,1.666666667,11.375,0,0,0,0,11.33333333,55,1.8874,0.215805471,0.641337386,0.088145897,0,0
1,54,3,0,0.220376387,-0.002063558,-0.668859243,-0.056901183,-0.274407059,0.168606564,0.858551919,0.011986312,-0.812047005,0.3803325,-0.043548118,0.827405214,-0.054669008,-0.29473573,0.662794173,0.146808103,0.214878812,-0.417860776,0.026618918,0.684222519,26,1,城镇应届,吉林,78.33333333,14.66666667,170.64,0.843627911,143.9566667,12.58333333,1.241721854,1.209247682,12.58333333,5.718013245,7.050132026,11.83333333,4.73915493,5.949739706,0.166666667,1.8,0.32,2.583333333,8.848387097,0,0,0,0,5.833333333,43,1.9967,0.215805471,0.641337386,0.088145897,2130401070,0
2,54,3,0,0.1810669,-0.155343547,-0.416164935,-0.09227331,-0.385805368,-0.151487216,0.894130707,0.015723275,-0.656380415,0.417298049,0.018994045,0.929876864,-0.049747717,-0.294329375,0.596708298,0.27600041,0.368752956,-0.330191165,0.113226518,0.654268622,88,7,城镇应届,河北,89.5,17.58333333,308.0175,0.982436063,302.6075,12.66666667,2.005592105,1.748660574,28.5,5.09754386,11.00715172,26.66666667,4.947125,11.53849829,0,0,0,0.083333333,5.5,0,0,0,0,20.58333333,53,1.9725,0.215805471,0.641337386,0.088145897,0,0
1,54,3,0,0.254891962,-0.095186591,-0.322484434,-0.120864317,-0.429160446,0.0053428,0.913689733,-0.060691915,-0.784855306,0.495913595,0.087890781,0.812820911,-0.042587914,-0.052540958,0.550179303,0.271197408,0.356405407,-0.550290883,0.041085258,0.569454253,52,3,农村应届,陕西,83.6,17.83333333,263.5808333,0.851620471,224.4708333,3.833333333,2.2,0.727555556,17.91666667,7.699302326,20.57216073,12.08333333,6.462758621,14.5516465,0,0,0,3,10.00222222,0,0,0,0,24.16666667,46,1.8874,0.215805471,0.641337386,0.088145897,2130401072,0
0,54,3,0,0.158557832,-0.117632583,-0.331649572,-0.139886156,-0.354698598,-0.067030519,0.989456236,0.04470237,-0.587376356,0.434025258,-0.026947567,0.851930141,-0.11089804,-0.180368811,0.594263434,0.265229255,0.379887968,-0.517314911,-0.007645975,0.62788105,3,0,城镇应届,陕西,67,16.33333333,220.28,0.7237758,159.4333333,13.33333333,1.891875,1.790310928,16.08333333,4.211398964,7.270806887,17.08333333,3.891219512,7.102373505,0,0,0,4.416666667,13.13358491,0,0,0,0,5.583333333,68,1.8874,0.215805471,0.641337386,0.088145897,0,0
1,54,3,0,0.236581817,-0.143172935,-0.287020296,-0.128173798,-0.396800995,0.033176258,0.97965306,0.010635869,-0.524355471,0.481731534,0.062965281,0.813701868,-0.142993003,-0.117561363,0.648158193,0.257175356,0.451791465,-0.634106219,-0.072178207,0.5819754,3,0,城镇应届,重庆,76.66666667,11.5,104.8275,0.641617578,67.25916667,0,0,0,6.5,6.009487179,10.31612701,5.666666667,4.976029412,13.99700042,0,0,0,2.25,14.55555556,0,0,0,0,15.25,33,2.2034,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.117926888,-0.083545111,-0.279413551,-0.16048108,-0.375892818,-0.190155223,0.956761241,0.073950604,-0.569412053,0.519359171,0.042553261,0.896605492,-0.078467228,-0.156523436,0.653280497,0.356016248,0.433679372,-0.453113228,0.001546717,0.551570296,25,5,城镇应届,河北,85,15.83333333,233.7333333,0.91001854,212.7016667,0.416666667,1.8,0.62,20.83333333,6.1352,9.036667631,15,5.609,12.05536212,0,0,0,2.083333333,8.64,0,0,0,0,6.083333333,42,1.9725,0.215805471,0.641337386,0.088145897,0,2130401075
2,54,3,0,0.244974911,-0.105245054,-0.409602135,-0.22638835,-0.378699839,0.008323316,0.873848379,-0.069863267,-0.739969671,0.321369827,0.050884787,0.832883477,-0.051591136,-0.239536613,0.736977398,0.390592843,0.375263721,-0.498536676,0.116203934,0.519445598,13,6,城镇应届,浙江,90.4,17.08333333,254.3816667,0.845678082,215.125,6.916666667,1.861445783,1.68093447,16.33333333,6.056122449,16.20759104,17.83333333,5.794392523,15.3327947,0,0,0,2.5,12.51,0,0,0,0,16.5,57,3.8529,0.215805471,0.641337386,0.088145897,2130401076,0
2,54,3,0,0.140432775,-0.162039399,-0.290253282,-0.109380372,-0.345584273,-0.019600444,0.941801786,0.035260487,-0.594306052,0.446362823,-0.082981899,0.833479762,-0.133398697,-0.182044938,0.628512681,0.253769755,0.495559216,-0.631925583,-0.024346633,0.578718841,3,5,城镇应届,山西,76.5,16.5,239.8375,0.867736836,208.1158333,12.41666667,2.579194631,1.166658806,17.33333333,5.293076923,8.450234931,16.25,5.175025641,6.67874884,0.083333333,3,0,1.5,16.22777778,0,0,0,0,16.5,62,1.9049,0.215805471,0.641337386,0.088145897,0,2130401077
1,54,3,0,0.144873068,-0.058493152,-0.37644425,-0.134832382,-0.333539605,-0.110937029,0.869349301,0.037444431,-0.737832427,0.561486781,0.253137767,0.833435297,-0.111727647,-0.168169513,0.687769234,0.33954069,0.474732906,-0.426178992,0.059493233,0.495723337,13,7,农村应届,陕西,81.25,14.66666667,182.34,0.933101166,170.1416667,13.5,1.698148148,2.965648723,13.16666667,6.005696203,7.332769894,13.5,5.040123457,7.909156506,0.083333333,1.2,0,0.916666667,8.745454545,0,0,0,0,7.916666667,66,1.8874,0.215805471,0.641337386,0.088145897,2130401078,2130401078
2,54,3,0,0.244437873,-0.049287964,-0.361603141,-0.169720188,-0.307385802,0.170000434,0.834461451,-0.002323932,-0.771813095,0.532527447,-0.236975566,0.77268821,-0.200033411,-0.107919753,0.579892635,0.195778117,0.236151114,-0.737219214,-0.006777403,0.63439548,78,0,城镇应届,广西,65.33333333,17.66666667,505.3083333,0.736464535,372.1416667,19.5,2.352008547,1.557330283,46.41666667,4.57432675,11.36360229,31,3.670510753,7.521364428,0.083333333,2,0,22.5,5.564074074,0,0,0,0,13.16666667,64,1.8305,0.215805471,0.641337386,0.088145897,0,0
3,54,3,0,0.099450909,-0.072156377,-0.470032632,-0.152775779,-0.29814443,-0.078296691,0.95365876,-0.020520553,-0.566804707,0.421222866,-2.55E-04,0.924241483,-0.071184613,-0.390956998,0.614057243,0.255269825,0.310365587,-0.485898167,-0.019643348,0.64666748,61,4,城镇应届,湖南,78.66666667,14,280.9208333,0.759018703,213.2241667,3.25,2.835897436,10.49288799,20.25,6.291358025,16.54903162,12.58333333,6.088013245,12.12325603,0,0,0,4.25,14.95843137,0,0,0,0,7.166666667,60,2.1115,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.146609306,-0.132009149,-0.415797174,-0.107982554,-0.387112141,-0.174185395,0.901255488,-0.011344886,-0.650596142,0.391318798,0.075051196,0.957276285,-0.040421639,-0.292542487,0.600560069,0.277464002,0.400999635,-0.350113153,0.109454557,0.645799637,50,6,城镇应届,山东,88.25,9,155.4875,0.810911917,126.0866667,3.5,2.735714286,3.193083624,12.83333333,4.948311688,11.76069386,12.5,4.240666667,9.165516331,0,0,0,2.75,10.12030303,0,0,0,0,3.333333333,57,2.4685,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.109367654,-0.021551065,-0.353082389,-0.140054896,-0.496229112,0.059612114,0.873107672,-0.034785211,-0.754280865,0.403986543,0.071459576,0.844460845,-0.055805817,-0.135128587,0.606357276,0.268364102,0.366395444,-0.672694087,0.029890249,0.561461687,38,3,农村应届,福建,80.33333333,13.75,188.5633333,0.921441072,173.75,4.833333333,2.086206897,3.181560799,18.5,5.746396396,13.89788288,10.58333333,5.419685039,14.51746657,0,0,0,1.166666667,10.15714286,0,0,0,0,6.416666667,55,2.7608,0.215805471,0.641337386,0.088145897,0,0
1,54,3,0,0.103767052,-0.161779702,-0.400747418,-0.03968494,-0.4328219,0.028910957,0.834028304,-0.046660736,-0.744418979,0.468238354,0.094774395,0.853925407,-0.179800794,-0.204696476,0.649567604,0.263284504,0.353159368,-0.524154603,0.065723367,0.626544476,25,0,城镇应届,山东,82.25,12.83333333,174.6491667,0.72135567,125.9841667,12.75,1.975816993,1.921977124,14.58333333,4.316571429,13.12495369,9.666666667,3.899224138,12.25257418,0.083333333,1.8,0,3.583333333,12.10046512,0,0,0,0,27.83333333,52,2.4685,0.215805471,0.641337386,0.088145897,0,2130401083
2,54,3,0,0.089852639,-0.119037203,-0.341319233,-0.159885511,-0.359667718,-0.117725931,0.960123837,0.013100428,-0.603173435,0.411716998,-0.014148877,0.860648513,-0.124493107,-0.235409603,0.575075388,0.311990142,0.390888274,-0.574698925,0.016642855,0.638822436,79,6,城镇往届,四川,83.66666667,13.58333333,171.7725,0.888214547,152.5708333,3.916666667,2.612765957,1.991137835,20.25,5.342386831,6.449807503,7.083333333,4.777058824,7.621163866,0.166666667,1.9,2.42,0.916666667,14.71818182,0,0,0,0,16.91666667,58,1.8808,0.215805471,0.641337386,0.088145897,0,2130401084
2,54,3,0,0.134429038,-0.096831754,-0.36410901,-0.120618127,-0.324839622,-0.06690494,0.97368294,0.015999675,-0.548393071,0.397863179,-7.76E-04,0.867756963,-0.101592302,-0.216652274,0.662293077,0.259977907,0.436250508,-0.585789859,-0.002618523,0.585043609,65,8,农村应届,河南,72.75,17.41666667,221.2583333,0.964460849,213.395,39.08333333,1.204904051,0.394441711,25,3.639333333,4.265112598,27.91666667,2.698029851,3.182223652,0,0,0,1.333333333,3.81875,0,0,0,0,11.66666667,65,1.8443,0.215805471,0.641337386,0.088145897,2130401085,2130401085
2,54,3,0,0.200390458,-0.155078039,-0.331605256,-0.188466549,-0.343238771,-0.112606905,1.060546279,-0.021172317,-0.567343473,0.296998441,-0.007556689,0.880961597,-0.061543375,-0.28826651,0.569719791,0.23391372,0.423304081,-0.4438757,0.057076719,0.675438344,12,2,城镇应届,河北,85,14.25,196.0633333,0.947593465,185.7883333,10.08333333,1.726446281,0.989294766,15.75,5.84984127,9.289960081,14.83333333,5.14011236,9.624390948,0,0,0,0.833333333,10.94,0,0,0,0,2.083333333,52,1.9725,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.186266765,-0.084762238,-0.407156587,-0.148669332,-0.382093847,-0.034587603,0.860852838,0.012137768,-0.722092807,0.504994035,0.081117094,0.858936489,-0.047637384,-0.263120443,0.616335809,0.313294441,0.370088816,-0.457463562,0.055976577,0.563576818,4,0,城镇应届,浙江,76.8,17.75,322.5775,0.930114985,300.0341667,8.583333333,3.609708738,3.730296973,23.25,6.055555556,12.55670464,24.58333333,5.217322034,10.24223464,0,0,0,1,20.115,0,0,0,0,5.083333333,62,3.8529,0.215805471,0.641337386,0.088145897,0,0
1,54,3,1,0.119095281,-0.158299401,-0.241648763,-0.168830663,-0.426209837,-0.059462745,1.013111591,0.027039543,-0.52073431,0.434804857,-0.040781192,0.805884361,-0.169402763,-0.176290527,0.543106377,0.285103858,0.412025362,-0.705648184,-0.050428629,0.658666313,5,0,城镇应届,江苏,73,13.16666667,209.66,0.801837896,168.1133333,0.5,2.033333333,0.586666667,18.08333333,5.180875576,9.87223673,14.58333333,5.033771429,9.427697189,0,0,0,4.5,8.906296296,0,0,0,0,4.916666667,52,3.207,0.215805471,0.641337386,0.088145897,0,0
2,54,3,1,0.23010236,-0.047864899,-0.422376454,-0.189344049,-0.509375453,-0.01707807,0.892832875,-0.011219543,-0.556162536,0.495412558,0.09780515,0.682877958,-0.139241636,-0.153804764,0.532190025,0.42139402,0.395610809,-0.816085756,-0.008231101,0.60738337,9,4,农村应届,安徽,78.25,16.58333333,222.9891667,0.920586576,205.2808333,12.91666667,1.816129032,0.797335568,24.41666667,4.214266212,7.509799888,21,3.755119048,8.035315125,0.083333333,0.8,0,1.666666667,9.238,0,0,0,0,5.75,66,1.9998,0.215805471,0.641337386,0.088145897,2130401090,2130401090
2,54,3,1,0.232753247,-0.253859103,-0.289545119,-0.062388469,-0.35992977,-0.038705945,0.937886655,-0.09403906,-0.752539337,0.498794705,0.066795059,0.859254122,-0.112915121,-0.255103409,0.493335336,0.15416944,0.427114725,-0.482809216,0.078141101,0.649471343,27,8,农村应届,甘肃,79.33333333,17.91666667,227.5525,0.880423199,200.3425,13.41666667,1.754037267,1.685249224,26.66666667,3.64790625,4.333602812,21.75,3.629808429,4.040755732,0.333333333,1.75,0.25,2,11.80416667,0,0,0,0,12.41666667,53,1.467,0.215805471,0.641337386,0.088145897,2130401091,2130401091
2,54,3,1,0.059820283,-0.117836319,-0.364319026,-0.147595346,-0.36581099,-0.07444673,0.95613271,0.022788357,-0.613916397,0.453020304,-0.038138174,0.815636039,-0.113421798,-0.226469919,0.577125669,0.352393031,0.367392242,-0.627766848,-0.025008777,0.62576586,9,3,城镇应届,江西,83.25,13.41666667,192.5183333,0.816069465,157.1083333,20.41666667,1.536326531,0.405519237,16.66666667,4.09515,5.644633143,14.91666667,3.854022346,7.696380359,0,0,0,4.5,7.868888889,0,0,0,0,0,70,2.011,0.215805471,0.641337386,0.088145897,2130401092,0
2,54,3,1,0.147974551,-0.1380018,-0.476470709,-0.085461147,-0.247829363,-0.109817453,0.988071263,-0.036839165,-0.582781911,0.433208555,0.031954162,0.866325915,-0.071169473,-0.273400605,0.64734149,0.303599954,0.399023473,-0.404952884,0.039765161,0.611495614,0,2,城镇应届,陕西,80.66666667,17.75,299.8491667,0.718758598,215.5191667,18.75,1.791111111,2.040813492,28.08333333,4.245934718,4.310114079,16.25,3.854102564,4.307792361,0.083333333,0.8,0,11.33333333,6.891176471,0,0,0,0,14.91666667,57,1.8874,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.240735427,-0.060208835,-0.252342016,-0.238060221,-0.349820733,-0.034016825,0.957710028,0.075312547,-0.582033753,0.35130173,-0.203923523,0.807269514,-0.250157744,0.019296704,0.64898181,0.312176615,0.407130718,-0.704535067,-0.062450115,0.616858602,57,8,城镇应届,陕西,84.6,17.58333333,230.3291667,0.918826317,211.6325,17.66666667,1.462735849,0.472206698,18.33333333,5.237,5.141768128,17.58333333,5.105924171,10.14181855,0,0,0,2.333333333,5.032142857,0,0,0,0,13.16666667,63,1.8874,0.215805471,0.641337386,0.088145897,0,2130401094
2,54,3,0,0.125481933,-0.141511992,-0.322010517,-0.140429154,-0.335499585,0.005708451,0.952741683,0.045399237,-0.711608708,0.449354202,-0.017352559,0.837459505,-0.071825318,-0.197090164,0.618791223,0.251437128,0.460114956,-0.481737703,0.007514162,0.599756181,3,3,城镇应届,陕西,77,18.83333333,281.4033333,0.842592483,237.1083333,6.583333333,1.42278481,1.76306394,24,4.5875,6.767369338,27,4.357098765,10.22778227,0,0,0,4.583333333,9.286181818,0,0,0,0,4.583333333,69,1.8874,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.140332118,-0.068017513,-0.467131406,-0.121621273,-0.304625034,-0.049569175,0.930550814,-0.04217872,-0.701225042,0.5064888,0.059414823,0.8755427,-0.034266748,-0.22325173,0.601823509,0.288349837,0.337596327,-0.366608143,0.035799734,0.598285377,26,0,城镇应届,陕西,73.66666667,14.75,274.29,0.825725813,226.4883333,11,2.009090909,1.158390007,25.33333333,4.795098684,24.91994652,18.83333333,4.402433628,5.440049607,0,0,0,4.833333333,9.055862069,0,0,0,0,7.916666667,72,1.8874,0.215805471,0.641337386,0.088145897,0,0
3,54,3,0,0.140900373,-0.11617703,-0.257542938,-0.177799076,-0.414623678,-0.05480168,1.040172577,0.013902475,-0.573423862,0.323186338,0.046854015,0.872743249,-0.116303489,-0.208115742,0.609257758,0.206254423,0.434088409,-0.531437576,0.025601517,0.640477061,7,3,城镇应届,湖北,82.66666667,12.83333333,166.2258333,0.842473342,140.0408333,3.25,2.397435897,4.068151147,13.83333333,5.279698795,9.966490212,11,5.383030303,11.0457938,0,0,0,1.666666667,13.53,0,0,0,0,8.333333333,53,2.1787,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.118825696,-0.096537858,-0.33006233,-0.191616282,-0.373089761,-0.019168593,1.004921198,-0.019548275,-0.656300783,0.498181581,-0.026931427,0.795309305,-0.083976701,-0.122677594,0.539845169,0.338001311,0.352304846,-0.595464468,-0.079248235,0.582923472,5,3,城镇应届,陕西,73.66666667,14.91666667,185.7283333,0.87496074,162.505,6,3.089583333,8.637142077,24.41666667,3.334709898,4.434322261,18.66666667,3.350625,6.860017545,0,0,0,7.25,2.742528736,0,0,0,0,17.25,58,1.8874,0.215805471,0.641337386,0.088145897,0,0
2,54,3,0,0.141728729,-0.117021516,-0.408578843,-0.13305065,-0.37292102,0.006588995,0.890589714,-0.036706213,-0.748543382,0.500325501,0.045419496,0.828813791,-0.085867256,-0.144737348,0.588054478,0.356951356,0.408151239,-0.541968524,-0.026634682,0.551264882,9,4,城镇应届,浙江,76.33333333,20.91666667,296.0683333,0.925456398,273.9983333,1.833333333,4.533636364,14.2273671,21.08333333,4.751106719,9.464275754,34.41666667,4.809225182,9.80913435,0,0,0,1.416666667,10.8,0,0,0,0,20.08333333,60,3.8529,0.215805471,0.641337386,0.088145897,0,0
3,54,3,0,0.220476151,-0.101875037,-0.417443454,-0.1914379,-0.419126391,-0.117261194,0.868973434,-0.067286104,-0.721820235,0.389668941,0.05435352,0.910957038,-0.019335866,-0.249684259,0.620177329,0.397283852,0.314675927,-0.454508007,0.065776557,0.55541873,3,2,城镇应届,湖北,84.75,11,159.2375,0.692628935,110.2925,2.5,2.666666667,2.987816092,7.916666667,6.421368421,20.52429066,10.66666667,4.9490625,11.15470305,0,0,0,1.666666667,28.784,0,0,0,0,2.25,63,2.1787,0.215805471,0.641337386,0.088145897,0,0
1,54,3,0,0.146064848,-0.062339853,-0.45499894,-0.104083344,-0.294070601,-0.055560365,0.91151756,-0.024875756,-0.685554087,0.487415731,0.096968785,0.878405988,-0.046198461,-0.254284501,0.679407835,0.272175342,0.361419946,-0.40819034,0.056439344,0.564887464,4,0,城镇应届,山东,72.5,10.33333333,102.36,0.709342842,72.60833333,0.083333333,2.8,0,1.833333333,7.331818182,6.887987013,9.166666667,6.429090909,8.852173478,0,0,0,0.833333333,26.02,0,0,0,0,13.58333333,41,2.4685,0.215805471,0.641337386,0.088145897,0,0
